  cell  ,E,W,N,S
"(118, 63)",0,0,1,1
"(119, 63)",0,1,1,0
"(120, 63)",1,0,0,1
"(121, 63)",0,1,1,0
"(122, 63)",1,1,0,0
"(123, 63)",1,1,0,0
"(124, 63)",1,0,0,1
"(125, 63)",0,0,1,1
"(126, 63)",1,0,1,1
"(127, 63)",1,0,1,0
"(128, 63)",1,1,0,0
"(129, 63)",1,1,0,0
"(130, 63)",1,0,0,1
"(131, 63)",0,1,1,0
"(132, 63)",0,1,0,1
"(133, 63)",0,1,1,0
"(134, 63)",0,1,0,1
"(135, 63)",0,0,1,0
"(136, 63)",1,0,0,1
"(137, 63)",1,0,1,0
"(138, 63)",0,1,0,1
"(139, 63)",0,1,1,1
"(140, 63)",0,1,1,0
"(141, 63)",1,0,0,1
"(142, 63)",0,1,1,0
"(143, 63)",0,1,0,1
"(144, 63)",0,0,1,1
"(145, 63)",0,1,1,0
"(146, 63)",0,1,0,1
"(147, 63)",0,0,1,1
"(148, 63)",1,0,1,0
"(149, 63)",1,1,0,0
"(150, 63)",0,1,0,1
"(151, 63)",0,0,1,1
"(152, 63)",0,0,1,1
"(153, 63)",1,0,1,1
"(154, 63)",0,0,1,1
"(155, 63)",0,1,1,1
"(156, 63)",0,1,1,0
"(157, 63)",1,1,0,0
"(158, 63)",1,0,0,1
"(159, 63)",1,0,1,0
"(160, 63)",0,0,0,1
"(161, 63)",1,0,1,0
"(162, 63)",1,1,0,0
"(163, 63)",1,0,0,1
"(164, 63)",1,0,1,0
"(165, 63)",0,1,0,0
"(166, 63)",1,0,0,1
"(167, 63)",0,1,1,0
"(168, 63)",1,0,0,1
"(169, 63)",1,0,1,0
"(170, 63)",0,1,0,1
"(171, 63)",0,0,1,1
"(172, 63)",1,0,1,0
"(173, 63)",1,0,0,1
"(174, 63)",0,0,1,1
"(175, 63)",1,0,1,0
"(176, 63)",1,0,0,1
"(177, 63)",1,0,1,0
"(178, 63)",0,1,0,1
"(179, 63)",1,0,1,0
"(180, 63)",0,0,0,1
"(181, 63)",1,0,1,1
"(182, 63)",0,1,1,1
"(183, 63)",0,0,1,1
"(184, 63)",0,1,1,0
"(185, 63)",1,0,0,0
"(186, 63)",1,1,0,0
"(187, 63)",1,0,0,1
"(188, 63)",1,0,1,1
"(189, 63)",0,0,1,0
"(190, 63)",0,1,0,1
"(191, 63)",1,0,1,0
"(192, 63)",1,1,0,0
"(193, 63)",1,0,0,1
"(194, 63)",0,1,1,0
"(195, 63)",0,1,0,0
"(196, 63)",0,1,0,1
"(197, 63)",0,1,1,0
"(198, 63)",1,1,0,0
"(199, 63)",0,1,0,1
"(200, 63)",1,1,1,0
"(1, 64)",1,1,0,1
"(2, 64)",0,0,1,1
"(3, 64)",0,0,1,1
"(4, 64)",0,0,1,1
"(5, 64)",0,1,1,0
"(6, 64)",1,1,0,0
"(7, 64)",1,1,0,1
"(8, 64)",0,0,1,0
"(9, 64)",1,1,0,0
"(10, 64)",0,0,0,1
"(11, 64)",0,1,1,0
"(12, 64)",1,1,0,1
"(13, 64)",0,0,1,1
"(14, 64)",0,0,1,1
"(15, 64)",1,0,1,0
"(16, 64)",0,1,0,1
"(17, 64)",0,1,1,1
"(18, 64)",0,0,1,1
"(19, 64)",0,0,1,0
"(20, 64)",1,1,0,0
"(21, 64)",1,0,0,1
"(22, 64)",0,1,1,0
"(23, 64)",0,1,0,1
"(24, 64)",1,0,1,0
"(25, 64)",0,1,0,1
"(26, 64)",0,1,1,1
"(27, 64)",0,1,1,0
"(28, 64)",1,1,0,0
"(29, 64)",1,1,0,0
"(30, 64)",1,1,0,0
"(31, 64)",1,1,0,0
"(32, 64)",0,1,0,1
"(33, 64)",0,1,1,0
"(34, 64)",1,1,0,0
"(35, 64)",1,1,0,0
"(36, 64)",1,1,0,0
"(37, 64)",1,1,0,1
"(38, 64)",0,0,1,0
"(39, 64)",1,0,0,1
"(40, 64)",0,1,1,0
"(41, 64)",1,1,0,0
"(42, 64)",0,1,0,1
"(43, 64)",0,0,1,1
"(44, 64)",0,0,1,1
"(45, 64)",1,0,1,0
"(46, 64)",1,1,0,1
"(47, 64)",1,0,1,1
"(48, 64)",0,0,1,1
"(49, 64)",0,0,1,0
"(50, 64)",1,1,0,1
"(51, 64)",0,1,1,1
"(52, 64)",0,1,1,0
"(53, 64)",1,0,0,1
"(54, 64)",0,0,1,1
"(55, 64)",1,0,1,1
"(56, 64)",1,0,1,0
"(57, 64)",1,0,0,1
"(58, 64)",0,0,1,1
"(59, 64)",1,0,1,1
"(60, 64)",0,0,1,1
"(61, 64)",0,0,1,1
"(62, 64)",0,0,1,1
"(63, 64)",0,0,1,1
"(64, 64)",0,0,1,1
"(65, 64)",0,0,1,1
"(66, 64)",0,0,1,1
"(67, 64)",0,1,1,0
"(68, 64)",1,1,0,0
"(69, 64)",0,1,0,1
"(70, 64)",0,1,1,0
"(71, 64)",0,1,0,1
"(72, 64)",0,0,1,1
"(73, 64)",0,0,1,1
"(74, 64)",0,0,1,1
"(75, 64)",1,0,1,0
"(76, 64)",1,1,0,0
"(77, 64)",1,0,0,0
"(78, 64)",1,0,0,1
"(79, 64)",0,1,1,0
"(80, 64)",0,1,0,0
"(81, 64)",1,1,0,0
"(82, 64)",1,0,0,1
"(83, 64)",1,0,1,0
"(84, 64)",0,1,0,0
"(85, 64)",1,1,0,0
"(86, 64)",1,0,0,1
"(87, 64)",1,1,1,0
"(88, 64)",1,1,0,0
"(89, 64)",0,1,0,1
"(90, 64)",1,0,1,0
"(91, 64)",0,1,0,1
"(92, 64)",1,0,1,0
"(93, 64)",1,0,0,1
"(94, 64)",1,0,1,0
"(95, 64)",0,0,0,1
"(96, 64)",1,0,1,1
"(97, 64)",1,0,1,0
"(98, 64)",1,0,0,0
"(99, 64)",0,1,0,1
"(100, 64)",0,0,1,1
"(101, 64)",1,0,1,0
"(102, 64)",1,1,0,0
"(103, 64)",1,0,0,1
"(104, 64)",1,0,1,1
"(105, 64)",0,0,1,1
"(106, 64)",1,1,1,0
"(107, 64)",1,1,0,0
"(108, 64)",1,1,0,0
"(109, 64)",0,1,0,1
"(110, 64)",0,0,1,1
"(111, 64)",0,0,1,1
"(112, 64)",0,0,1,1
"(113, 64)",0,0,1,1
"(114, 64)",0,0,1,1
"(115, 64)",0,0,1,1
"(116, 64)",1,0,1,1
"(117, 64)",0,0,1,0
"(118, 64)",1,0,0,1
"(119, 64)",1,0,1,0
"(120, 64)",1,1,0,0
"(121, 64)",0,0,0,1
"(122, 64)",0,1,1,0
"(123, 64)",1,1,0,0
"(124, 64)",0,1,0,0
"(125, 64)",1,0,0,1
"(126, 64)",0,1,1,0
"(127, 64)",0,1,0,1
"(128, 64)",1,1,1,0
"(129, 64)",1,1,0,0
"(130, 64)",0,1,0,1
"(131, 64)",1,0,1,0
"(132, 64)",0,0,0,1
"(133, 64)",1,0,1,1
"(134, 64)",0,0,1,1
"(135, 64)",0,0,1,1
"(136, 64)",0,1,1,0
"(137, 64)",1,1,0,0
"(138, 64)",1,0,0,1
"(139, 64)",0,0,1,1
"(140, 64)",1,0,1,0
"(141, 64)",1,1,0,0
"(142, 64)",1,0,0,1
"(143, 64)",1,0,1,0
"(144, 64)",1,0,0,1
"(145, 64)",0,0,1,1
"(146, 64)",0,0,1,1
"(147, 64)",0,0,1,1
"(148, 64)",0,1,1,1
"(149, 64)",1,1,1,0
"(150, 64)",1,0,0,1
"(151, 64)",0,0,1,1
"(152, 64)",1,0,1,0
"(153, 64)",0,1,0,0
"(154, 64)",1,0,0,1
"(155, 64)",0,0,1,1
"(156, 64)",0,0,1,1
"(157, 64)",0,1,1,1
"(158, 64)",0,1,1,0
"(159, 64)",0,1,0,1
"(160, 64)",1,0,1,1
"(161, 64)",0,1,1,0
"(162, 64)",0,1,0,1
"(163, 64)",1,1,1,0
"(164, 64)",0,1,0,1
"(165, 64)",1,0,1,0
"(166, 64)",1,1,0,0
"(167, 64)",1,0,0,1
"(168, 64)",0,1,1,0
"(169, 64)",0,1,0,1
"(170, 64)",0,0,1,1
"(171, 64)",0,0,1,1
"(172, 64)",0,1,1,0
"(173, 64)",0,1,0,1
"(174, 64)",1,0,1,0
"(175, 64)",0,1,0,1
"(176, 64)",0,1,1,0
"(177, 64)",0,1,0,1
"(178, 64)",1,0,1,0
"(179, 64)",1,1,0,1
"(180, 64)",1,0,1,0
"(181, 64)",1,1,0,0
"(182, 64)",1,0,0,1
"(183, 64)",0,0,1,1
"(184, 64)",0,0,1,1
"(185, 64)",1,1,1,0
"(186, 64)",1,1,0,0
"(187, 64)",1,1,0,0
"(188, 64)",1,1,0,1
"(189, 64)",1,0,1,1
"(190, 64)",1,0,1,0
"(191, 64)",1,1,0,0
"(192, 64)",1,1,0,1
"(193, 64)",0,1,1,0
"(194, 64)",0,0,0,1
"(195, 64)",1,0,1,1
"(196, 64)",1,0,1,0
"(197, 64)",1,0,0,1
"(198, 64)",0,1,1,0
"(199, 64)",1,0,0,0
"(200, 64)",1,1,0,0
"(1, 65)",0,1,0,0
"(2, 65)",1,0,0,1
"(3, 65)",0,0,1,1
"(4, 65)",0,0,1,1
"(5, 65)",0,0,1,1
"(6, 65)",0,1,1,0
"(7, 65)",1,1,0,1
"(8, 65)",0,0,1,1
"(9, 65)",0,1,1,0
"(10, 65)",1,0,0,1
"(11, 65)",1,0,1,0
"(12, 65)",0,1,0,1
"(13, 65)",1,0,1,0
"(14, 65)",1,0,0,1
"(15, 65)",1,1,1,0
"(16, 65)",1,0,0,1
"(17, 65)",0,0,1,1
"(18, 65)",0,0,1,1
"(19, 65)",1,0,1,0
"(20, 65)",1,1,0,0
"(21, 65)",1,1,0,1
"(22, 65)",0,0,1,1
"(23, 65)",1,0,1,0
"(24, 65)",1,1,0,0
"(25, 65)",1,0,0,1
"(26, 65)",0,0,1,1
"(27, 65)",1,0,1,0
"(28, 65)",1,1,0,0
"(29, 65)",0,1,0,1
"(30, 65)",1,1,1,0
"(31, 65)",0,1,0,1
"(32, 65)",1,0,1,0
"(33, 65)",0,0,0,1
"(34, 65)",0,1,1,0
"(35, 65)",0,1,0,1
"(36, 65)",1,1,1,0
"(37, 65)",0,1,0,1
"(38, 65)",0,0,1,1
"(39, 65)",0,1,1,0
"(40, 65)",1,0,0,1
"(41, 65)",0,1,1,0
"(42, 65)",1,0,0,1
"(43, 65)",1,0,1,1
"(44, 65)",1,0,1,0
"(45, 65)",1,1,0,0
"(46, 65)",1,1,0,0
"(47, 65)",1,1,0,0
"(48, 65)",1,0,0,1
"(49, 65)",0,0,1,1
"(50, 65)",0,1,1,0
"(51, 65)",1,0,0,1
"(52, 65)",0,0,1,1
"(53, 65)",0,1,1,0
"(54, 65)",1,0,0,1
"(55, 65)",0,1,1,0
"(56, 65)",0,1,0,1
"(57, 65)",0,1,1,0
"(58, 65)",0,0,0,1
"(59, 65)",0,1,1,0
"(60, 65)",1,0,0,1
"(61, 65)",0,0,1,1
"(62, 65)",0,0,1,1
"(63, 65)",0,0,1,1
"(64, 65)",1,0,1,0
"(65, 65)",0,0,0,1
"(66, 65)",0,0,1,1
"(67, 65)",1,0,1,0
"(68, 65)",0,1,0,1
"(69, 65)",0,0,1,1
"(70, 65)",1,0,1,0
"(71, 65)",1,0,0,1
"(72, 65)",1,0,1,0
"(73, 65)",1,0,0,1
"(74, 65)",0,0,1,1
"(75, 65)",0,1,1,0
"(76, 65)",0,1,0,1
"(77, 65)",0,1,1,0
"(78, 65)",1,1,0,1
"(79, 65)",1,0,1,0
"(80, 65)",1,0,0,1
"(81, 65)",0,1,1,0
"(82, 65)",1,1,0,0
"(83, 65)",0,1,0,1
"(84, 65)",0,0,1,1
"(85, 65)",0,1,1,0
"(86, 65)",0,1,0,0
"(87, 65)",1,1,0,0
"(88, 65)",0,1,0,1
"(89, 65)",1,0,1,0
"(90, 65)",0,1,0,1
"(91, 65)",1,0,1,0
"(92, 65)",0,1,0,1
"(93, 65)",0,1,1,0
"(94, 65)",0,1,0,1
"(95, 65)",0,0,1,1
"(96, 65)",0,1,1,0
"(97, 65)",0,1,0,1
"(98, 65)",0,1,1,1
"(99, 65)",1,0,1,0
"(100, 65)",1,0,0,0
"(101, 65)",1,1,0,0
"(102, 65)",0,1,0,0
"(103, 65)",1,1,0,0
"(104, 65)",1,1,0,0
"(105, 65)",0,0,0,1
"(106, 65)",0,1,1,0
"(107, 65)",1,1,0,0
"(108, 65)",1,1,0,1
"(109, 65)",0,0,1,1
"(110, 65)",0,0,1,0
"(111, 65)",1,0,0,1
"(112, 65)",0,0,1,1
"(113, 65)",0,0,1,1
"(114, 65)",0,0,1,1
"(115, 65)",1,0,1,0
"(116, 65)",0,1,0,1
"(117, 65)",1,0,1,0
"(118, 65)",1,1,0,0
"(119, 65)",1,1,0,0
"(120, 65)",0,1,0,1
"(121, 65)",0,0,1,1
"(122, 65)",1,0,1,1
"(123, 65)",0,1,1,0
"(124, 65)",1,0,0,1
"(125, 65)",1,1,1,0
"(126, 65)",1,0,0,1
"(127, 65)",1,0,1,0
"(128, 65)",0,1,0,0
"(129, 65)",1,1,0,0
"(130, 65)",0,0,0,1
"(131, 65)",0,1,1,1
"(132, 65)",0,0,1,1
"(133, 65)",0,1,1,0
"(134, 65)",1,0,0,1
"(135, 65)",0,0,1,1
"(136, 65)",1,0,1,0
"(137, 65)",1,1,0,0
"(138, 65)",0,1,0,1
"(139, 65)",1,0,1,0
"(140, 65)",1,1,0,0
"(141, 65)",1,1,0,0
"(142, 65)",1,1,0,0
"(143, 65)",1,1,0,0
"(144, 65)",1,1,0,1
"(145, 65)",0,0,1,0
"(146, 65)",1,0,0,1
"(147, 65)",0,0,1,1
"(148, 65)",1,0,1,0
"(149, 65)",0,1,0,0
"(150, 65)",0,1,0,1
"(151, 65)",1,0,1,0
"(152, 65)",1,1,0,0
"(153, 65)",1,0,0,1
"(154, 65)",0,1,1,0
"(155, 65)",1,0,0,1
"(156, 65)",1,0,1,0
"(157, 65)",1,0,0,1
"(158, 65)",1,0,1,0
"(159, 65)",1,0,0,1
"(160, 65)",0,1,1,0
"(161, 65)",1,0,0,1
"(162, 65)",1,0,1,0
"(163, 65)",0,1,0,0
"(164, 65)",1,0,0,1
"(165, 65)",0,1,1,0
"(166, 65)",1,1,0,1
"(167, 65)",0,1,1,0
"(168, 65)",1,0,0,1
"(169, 65)",0,0,1,1
"(170, 65)",0,0,1,1
"(171, 65)",1,0,1,0
"(172, 65)",1,0,0,1
"(173, 65)",1,0,1,0
"(174, 65)",1,1,0,0
"(175, 65)",1,0,0,1
"(176, 65)",0,0,1,0
"(177, 65)",1,0,0,1
"(178, 65)",0,1,1,0
"(179, 65)",0,1,0,0
"(180, 65)",1,1,0,0
"(181, 65)",1,1,0,1
"(182, 65)",0,1,1,0
"(183, 65)",0,0,0,1
"(184, 65)",1,0,1,0
"(185, 65)",1,1,0,0
"(186, 65)",1,1,0,0
"(187, 65)",0,1,0,0
"(188, 65)",1,1,0,0
"(189, 65)",1,1,0,0
"(190, 65)",0,1,0,1
"(191, 65)",0,1,1,0
"(192, 65)",1,1,0,0
"(193, 65)",1,0,0,1
"(194, 65)",0,0,1,1
"(195, 65)",0,1,1,0
"(196, 65)",0,1,0,1
"(197, 65)",0,1,1,0
"(198, 65)",1,0,0,1
"(199, 65)",0,1,1,1
"(200, 65)",0,1,1,0
"(1, 66)",1,0,0,1
"(2, 66)",0,1,1,0
"(3, 66)",1,0,0,1
"(4, 66)",0,0,1,1
"(5, 66)",0,0,1,0
"(6, 66)",1,0,0,1
"(7, 66)",0,1,1,0
"(8, 66)",1,0,0,0
"(9, 66)",1,0,0,1
"(10, 66)",1,1,1,0
"(11, 66)",1,1,0,0
"(12, 66)",0,0,0,1
"(13, 66)",0,1,1,0
"(14, 66)",1,1,0,0
"(15, 66)",0,1,0,0
"(16, 66)",1,1,0,0
"(17, 66)",1,0,0,1
"(18, 66)",0,0,1,0
"(19, 66)",0,1,0,1
"(20, 66)",0,1,1,0
"(21, 66)",0,1,0,1
"(22, 66)",1,0,1,0
"(23, 66)",1,1,0,0
"(24, 66)",0,1,0,1
"(25, 66)",0,1,1,0
"(26, 66)",1,0,0,1
"(27, 66)",0,1,1,0
"(28, 66)",1,1,0,0
"(29, 66)",1,0,0,1
"(30, 66)",0,1,1,1
"(31, 66)",0,0,1,0
"(32, 66)",1,1,0,0
"(33, 66)",1,0,0,1
"(34, 66)",0,0,1,1
"(35, 66)",1,0,1,0
"(36, 66)",0,1,0,1
"(37, 66)",0,0,1,1
"(38, 66)",0,0,1,1
"(39, 66)",0,0,1,1
"(40, 66)",0,1,1,0
"(41, 66)",0,0,0,1
"(42, 66)",0,1,1,0
"(43, 66)",1,1,0,0
"(44, 66)",0,1,0,0
"(45, 66)",1,1,0,0
"(46, 66)",1,1,0,0
"(47, 66)",0,1,0,1
"(48, 66)",0,1,1,0
"(49, 66)",0,0,0,1
"(50, 66)",1,0,1,0
"(51, 66)",0,1,0,1
"(52, 66)",0,0,1,1
"(53, 66)",1,0,1,0
"(54, 66)",1,1,0,0
"(55, 66)",1,0,0,1
"(56, 66)",0,0,1,1
"(57, 66)",0,0,1,1
"(58, 66)",0,0,1,1
"(59, 66)",0,0,1,1
"(60, 66)",0,1,1,0
"(61, 66)",0,0,0,1
"(62, 66)",1,0,1,1
"(63, 66)",0,0,1,0
"(64, 66)",0,1,0,1
"(65, 66)",0,0,1,1
"(66, 66)",1,0,1,0
"(67, 66)",1,1,0,1
"(68, 66)",0,0,1,1
"(69, 66)",1,0,1,0
"(70, 66)",1,1,0,0
"(71, 66)",1,1,0,0
"(72, 66)",0,1,0,0
"(73, 66)",1,1,0,0
"(74, 66)",1,0,0,1
"(75, 66)",0,0,1,1
"(76, 66)",0,0,1,1
"(77, 66)",1,0,1,0
"(78, 66)",0,1,0,0
"(79, 66)",0,1,0,1
"(80, 66)",0,1,1,0
"(81, 66)",1,0,0,1
"(82, 66)",0,1,1,0
"(83, 66)",1,0,0,1
"(84, 66)",0,0,1,1
"(85, 66)",0,0,1,1
"(86, 66)",1,0,1,0
"(87, 66)",0,1,0,1
"(88, 66)",1,0,1,0
"(89, 66)",1,1,0,1
"(90, 66)",0,0,1,0
"(91, 66)",1,1,0,0
"(92, 66)",1,0,0,1
"(93, 66)",0,0,1,1
"(94, 66)",1,0,1,1
"(95, 66)",0,0,1,1
"(96, 66)",0,0,1,1
"(97, 66)",0,0,1,1
"(98, 66)",1,0,1,0
"(99, 66)",1,1,0,0
"(100, 66)",1,1,0,0
"(101, 66)",0,1,0,1
"(102, 66)",0,0,1,1
"(103, 66)",0,1,1,0
"(104, 66)",1,1,0,0
"(105, 66)",1,0,0,1
"(106, 66)",0,0,1,1
"(107, 66)",0,1,1,0
"(108, 66)",1,1,0,0
"(109, 66)",1,0,0,1
"(110, 66)",0,0,1,1
"(111, 66)",0,1,1,0
"(112, 66)",0,0,0,1
"(113, 66)",0,0,1,1
"(114, 66)",1,0,1,0
"(115, 66)",1,1,0,1
"(116, 66)",0,0,1,1
"(117, 66)",0,1,1,0
"(118, 66)",1,1,0,0
"(119, 66)",0,1,0,1
"(120, 66)",0,0,1,1
"(121, 66)",1,0,1,0
"(122, 66)",1,1,0,0
"(123, 66)",0,0,0,1
"(124, 66)",1,1,1,0
"(125, 66)",0,1,0,0
"(126, 66)",1,1,0,0
"(127, 66)",0,1,0,1
"(128, 66)",0,0,1,1
"(129, 66)",0,1,1,0
"(130, 66)",1,0,0,1
"(131, 66)",0,0,1,1
"(132, 66)",0,0,1,1
"(133, 66)",1,0,1,0
"(134, 66)",1,1,0,0
"(135, 66)",1,0,0,1
"(136, 66)",0,1,1,0
"(137, 66)",1,1,0,0
"(138, 66)",1,0,0,1
"(139, 66)",0,1,1,0
"(140, 66)",0,1,0,1
"(141, 66)",1,1,1,0
"(142, 66)",1,1,0,0
"(143, 66)",0,1,0,1
"(144, 66)",0,1,1,0
"(145, 66)",1,0,0,1
"(146, 66)",0,1,1,0
"(147, 66)",1,0,0,0
"(148, 66)",1,1,0,0
"(149, 66)",1,0,0,1
"(150, 66)",0,0,1,1
"(151, 66)",0,1,1,0
"(152, 66)",1,1,0,0
"(153, 66)",1,1,0,0
"(154, 66)",1,0,0,1
"(155, 66)",1,1,1,0
"(156, 66)",0,1,0,1
"(157, 66)",0,1,1,0
"(158, 66)",1,1,0,0
"(159, 66)",0,1,0,0
"(160, 66)",1,0,0,1
"(161, 66)",0,1,1,0
"(162, 66)",0,1,0,1
"(163, 66)",1,0,1,0
"(164, 66)",1,1,0,1
"(165, 66)",1,0,1,0
"(166, 66)",0,1,0,1
"(167, 66)",0,0,1,1
"(168, 66)",0,1,1,0
"(169, 66)",1,0,0,1
"(170, 66)",0,0,1,0
"(171, 66)",0,1,0,1
"(172, 66)",0,1,1,0
"(173, 66)",1,1,0,0
"(174, 66)",1,1,0,0
"(175, 66)",0,1,0,1
"(176, 66)",1,0,1,0
"(177, 66)",1,1,0,0
"(178, 66)",1,0,0,1
"(179, 66)",0,0,1,1
"(180, 66)",1,1,1,0
"(181, 66)",0,1,0,0
"(182, 66)",1,0,0,1
"(183, 66)",1,0,1,0
"(184, 66)",0,1,0,1
"(185, 66)",0,1,1,0
"(186, 66)",1,1,0,1
"(187, 66)",0,0,1,1
"(188, 66)",0,1,1,0
"(189, 66)",0,1,0,1
"(190, 66)",1,0,1,0
"(191, 66)",1,0,0,0
"(192, 66)",1,1,0,0
"(193, 66)",1,1,0,0
"(194, 66)",1,0,0,1
"(195, 66)",1,0,1,1
"(196, 66)",0,0,1,0
"(197, 66)",1,0,0,1
"(198, 66)",0,1,1,0
"(199, 66)",1,0,0,1
"(200, 66)",0,0,1,0
"(1, 67)",1,1,0,1
"(2, 67)",1,0,1,0
"(3, 67)",1,1,0,0
"(4, 67)",1,0,0,1
"(5, 67)",1,0,1,0
"(6, 67)",1,1,0,0
"(7, 67)",1,0,0,1
"(8, 67)",0,1,1,1
"(9, 67)",0,1,1,0
"(10, 67)",1,1,0,0
"(11, 67)",0,1,0,1
"(12, 67)",0,0,1,1
"(13, 67)",1,0,1,0
"(14, 67)",1,1,0,1
"(15, 67)",1,0,1,1
"(16, 67)",0,1,1,0
"(17, 67)",0,1,0,1
"(18, 67)",1,0,1,1
"(19, 67)",1,0,1,0
"(20, 67)",1,0,0,0
"(21, 67)",1,0,0,1
"(22, 67)",0,1,1,0
"(23, 67)",1,1,0,0
"(24, 67)",1,0,0,0
"(25, 67)",1,0,0,1
"(26, 67)",0,1,1,0
"(27, 67)",0,0,0,1
"(28, 67)",0,1,1,1
"(29, 67)",0,1,1,1
"(30, 67)",1,0,1,0
"(31, 67)",1,0,0,1
"(32, 67)",1,1,1,0
"(33, 67)",1,1,0,0
"(34, 67)",1,0,0,0
"(35, 67)",1,1,0,0
"(36, 67)",1,0,0,1
"(37, 67)",0,0,1,1
"(38, 67)",0,0,1,1
"(39, 67)",1,0,1,0
"(40, 67)",1,0,0,1
"(41, 67)",0,0,1,1
"(42, 67)",1,0,1,0
"(43, 67)",1,1,0,0
"(44, 67)",1,0,0,1
"(45, 67)",0,1,1,0
"(46, 67)",0,1,0,1
"(47, 67)",1,0,1,0
"(48, 67)",1,0,0,1
"(49, 67)",1,0,1,0
"(50, 67)",0,1,0,1
"(51, 67)",0,0,1,1
"(52, 67)",1,0,1,1
"(53, 67)",0,1,1,0
"(54, 67)",0,1,0,1
"(55, 67)",0,1,1,0
"(56, 67)",0,0,0,1
"(57, 67)",1,0,1,1
"(58, 67)",0,0,1,1
"(59, 67)",0,0,1,1
"(60, 67)",1,0,1,1
"(61, 67)",1,0,1,0
"(62, 67)",0,1,0,1
"(63, 67)",1,0,1,1
"(64, 67)",1,0,1,1
"(65, 67)",1,0,1,0
"(66, 67)",1,1,0,0
"(67, 67)",0,1,0,1
"(68, 67)",1,0,1,0
"(69, 67)",1,1,0,0
"(70, 67)",1,1,0,0
"(71, 67)",1,1,0,0
"(72, 67)",1,0,0,1
"(73, 67)",0,1,1,0
"(74, 67)",0,1,0,1
"(75, 67)",0,0,1,1
"(76, 67)",1,0,1,0
"(77, 67)",0,1,0,1
"(78, 67)",0,0,1,1
"(79, 67)",0,0,1,1
"(80, 67)",1,0,1,0
"(81, 67)",0,1,0,1
"(82, 67)",1,0,1,0
"(83, 67)",1,1,0,0
"(84, 67)",1,0,0,1
"(85, 67)",0,0,1,0
"(86, 67)",0,1,0,1
"(87, 67)",0,0,1,1
"(88, 67)",1,1,1,0
"(89, 67)",0,1,0,0
"(90, 67)",1,0,0,1
"(91, 67)",0,1,1,0
"(92, 67)",1,1,0,1
"(93, 67)",1,0,1,0
"(94, 67)",1,1,0,0
"(95, 67)",1,0,0,1
"(96, 67)",0,0,1,1
"(97, 67)",1,0,1,0
"(98, 67)",0,1,0,0
"(99, 67)",1,1,0,0
"(100, 67)",1,1,0,1
"(101, 67)",0,0,1,1
"(102, 67)",0,0,1,0
"(103, 67)",1,0,0,1
"(104, 67)",1,1,1,0
"(105, 67)",0,1,0,1
"(106, 67)",1,0,1,0
"(107, 67)",1,0,0,0
"(108, 67)",1,1,0,0
"(109, 67)",1,1,0,0
"(110, 67)",1,0,0,1
"(111, 67)",0,0,1,1
"(112, 67)",0,0,1,1
"(113, 67)",0,0,1,1
"(114, 67)",0,1,1,0
"(115, 67)",1,1,0,0
"(116, 67)",1,0,0,1
"(117, 67)",0,0,1,1
"(118, 67)",0,1,1,0
"(119, 67)",0,0,0,1
"(120, 67)",1,0,1,0
"(121, 67)",1,1,0,0
"(122, 67)",0,1,0,1
"(123, 67)",1,0,1,0
"(124, 67)",0,1,0,1
"(125, 67)",1,0,1,0
"(126, 67)",0,1,0,1
"(127, 67)",1,0,1,0
"(128, 67)",1,0,0,1
"(129, 67)",0,0,1,1
"(130, 67)",0,1,1,0
"(131, 67)",1,0,0,1
"(132, 67)",1,0,1,0
"(133, 67)",1,1,0,1
"(134, 67)",0,1,1,0
"(135, 67)",1,1,0,0
"(136, 67)",1,0,0,0
"(137, 67)",1,1,0,0
"(138, 67)",1,1,0,0
"(139, 67)",1,0,0,1
"(140, 67)",0,0,1,1
"(141, 67)",0,1,1,0
"(142, 67)",1,1,0,0
"(143, 67)",1,0,0,1
"(144, 67)",0,0,1,0
"(145, 67)",0,1,0,1
"(146, 67)",1,0,1,0
"(147, 67)",1,1,0,0
"(148, 67)",0,1,0,1
"(149, 67)",0,1,1,0
"(150, 67)",1,0,0,1
"(151, 67)",1,0,1,0
"(152, 67)",0,1,0,1
"(153, 67)",1,1,1,0
"(154, 67)",1,1,0,0
"(155, 67)",1,1,0,0
"(156, 67)",1,0,0,1
"(157, 67)",1,0,1,0
"(158, 67)",1,1,0,0
"(159, 67)",1,0,0,1
"(160, 67)",0,1,1,0
"(161, 67)",1,0,0,1
"(162, 67)",0,0,1,1
"(163, 67)",0,1,1,0
"(164, 67)",0,1,0,0
"(165, 67)",1,1,0,1
"(166, 67)",1,0,1,0
"(167, 67)",1,0,0,1
"(168, 67)",0,0,1,0
"(169, 67)",1,1,0,1
"(170, 67)",0,0,1,1
"(171, 67)",1,0,1,1
"(172, 67)",0,0,1,0
"(173, 67)",1,1,0,0
"(174, 67)",0,1,0,1
"(175, 67)",1,0,1,0
"(176, 67)",1,1,0,1
"(177, 67)",0,1,1,1
"(178, 67)",0,1,1,0
"(179, 67)",0,0,0,1
"(180, 67)",0,1,1,0
"(181, 67)",1,0,0,1
"(182, 67)",0,1,1,0
"(183, 67)",0,1,0,1
"(184, 67)",0,0,1,1
"(185, 67)",0,0,1,1
"(186, 67)",0,1,1,0
"(187, 67)",1,0,0,1
"(188, 67)",0,0,1,1
"(189, 67)",0,0,1,1
"(190, 67)",0,1,1,0
"(191, 67)",1,1,0,0
