  cell  ,E,W,N,S
"(49, 12)",0,1,1,0
"(50, 12)",1,1,0,1
"(51, 12)",1,0,1,0
"(52, 12)",0,0,0,1
"(53, 12)",1,0,1,1
"(54, 12)",0,0,1,0
"(55, 12)",1,1,0,0
"(56, 12)",1,0,0,1
"(57, 12)",0,0,1,1
"(58, 12)",0,0,1,1
"(59, 12)",0,1,1,0
"(60, 12)",0,1,0,1
"(61, 12)",0,0,1,1
"(62, 12)",1,1,1,0
"(63, 12)",1,0,0,1
"(64, 12)",1,0,1,0
"(65, 12)",0,1,0,1
"(66, 12)",1,1,1,0
"(67, 12)",0,1,0,1
"(68, 12)",1,0,1,0
"(69, 12)",1,0,0,1
"(70, 12)",0,1,1,0
"(71, 12)",1,1,0,0
"(72, 12)",1,0,0,1
"(73, 12)",1,0,1,0
"(74, 12)",0,1,0,1
"(75, 12)",1,0,1,0
"(1, 13)",1,1,0,0
"(2, 13)",0,1,0,1
"(3, 13)",0,0,1,1
"(4, 13)",1,0,1,0
"(5, 13)",0,1,0,0
"(6, 13)",1,0,0,1
"(7, 13)",1,0,1,0
"(8, 13)",1,1,0,0
"(9, 13)",0,1,0,1
"(10, 13)",0,0,1,1
"(11, 13)",1,0,1,0
"(12, 13)",1,0,0,1
"(13, 13)",0,1,1,0
"(14, 13)",1,1,0,0
"(15, 13)",0,0,0,1
"(16, 13)",0,1,1,0
"(17, 13)",1,0,0,1
"(18, 13)",1,1,1,0
"(19, 13)",0,0,0,1
"(20, 13)",0,0,1,1
"(21, 13)",0,0,1,1
"(22, 13)",1,1,1,0
"(23, 13)",1,1,0,1
"(24, 13)",1,0,1,0
"(25, 13)",1,0,0,1
"(26, 13)",1,0,1,0
"(27, 13)",0,0,0,1
"(28, 13)",1,1,1,0
"(29, 13)",0,1,0,1
"(30, 13)",0,1,1,0
"(31, 13)",0,1,0,0
"(32, 13)",1,1,0,1
"(33, 13)",1,0,1,0
"(34, 13)",1,1,0,0
"(35, 13)",0,1,0,1
"(36, 13)",0,0,1,1
"(37, 13)",0,0,1,0
"(38, 13)",1,1,0,0
"(39, 13)",1,0,0,0
"(40, 13)",1,0,0,1
"(41, 13)",1,0,1,0
"(42, 13)",1,1,0,0
"(43, 13)",1,1,0,0
"(44, 13)",1,0,0,1
"(45, 13)",1,0,1,0
"(46, 13)",1,1,0,0
"(47, 13)",1,1,0,0
"(48, 13)",1,0,0,1
"(49, 13)",0,0,1,1
"(50, 13)",0,1,1,0
"(51, 13)",1,1,0,0
"(52, 13)",1,0,0,1
"(53, 13)",1,1,1,0
"(54, 13)",1,0,0,1
"(55, 13)",1,1,1,0
"(56, 13)",0,1,0,1
"(57, 13)",0,0,1,1
"(58, 13)",1,0,1,0
"(59, 13)",1,0,0,1
"(60, 13)",0,0,1,1
"(61, 13)",1,0,1,0
"(62, 13)",1,1,0,0
"(63, 13)",1,1,0,0
"(64, 13)",0,1,0,1
"(65, 13)",1,0,1,0
"(66, 13)",0,1,0,1
"(67, 13)",1,0,1,0
"(68, 13)",1,1,0,0
"(69, 13)",1,1,0,0
"(70, 13)",1,0,0,1
"(71, 13)",0,1,1,0
"(72, 13)",1,1,0,0
"(73, 13)",0,1,0,1
"(74, 13)",0,0,1,1
"(75, 13)",1,1,1,0
"(1, 14)",1,1,0,0
"(2, 14)",1,0,0,0
"(3, 14)",1,0,0,1
"(4, 14)",0,1,1,0
"(5, 14)",1,0,0,1
"(6, 14)",0,1,1,0
"(7, 14)",1,1,0,0
"(8, 14)",0,1,0,1
"(9, 14)",0,0,1,1
"(10, 14)",0,0,1,0
"(11, 14)",1,1,0,0
"(12, 14)",0,1,0,1
"(13, 14)",1,0,1,0
"(14, 14)",0,1,0,1
"(15, 14)",0,0,1,1
"(16, 14)",0,0,1,1
"(17, 14)",0,1,1,0
"(18, 14)",0,1,0,0
"(19, 14)",1,0,0,1
"(20, 14)",0,0,1,1
"(21, 14)",1,0,1,0
"(22, 14)",1,1,0,0
"(23, 14)",0,1,0,0
"(24, 14)",0,1,0,1
"(25, 14)",0,1,1,0
"(26, 14)",0,1,0,1
"(27, 14)",1,0,1,0
"(28, 14)",1,1,0,0
"(29, 14)",1,0,0,1
"(30, 14)",0,0,1,1
"(31, 14)",0,0,1,1
"(32, 14)",0,1,1,0
"(33, 14)",0,1,0,0
"(34, 14)",0,1,0,1
"(35, 14)",0,0,1,1
"(36, 14)",0,0,1,1
"(37, 14)",1,0,1,0
"(38, 14)",1,1,0,0
"(39, 14)",1,1,0,1
"(40, 14)",0,1,1,0
"(41, 14)",0,1,0,1
"(42, 14)",0,1,1,0
"(43, 14)",1,1,0,0
"(44, 14)",1,1,0,0
"(45, 14)",0,1,0,0
"(46, 14)",1,1,0,0
"(47, 14)",0,1,0,1
"(48, 14)",0,1,1,0
"(49, 14)",1,0,0,1
"(50, 14)",1,0,1,0
"(51, 14)",1,1,0,0
"(52, 14)",1,1,0,0
"(53, 14)",1,1,0,0
"(54, 14)",1,1,0,0
"(55, 14)",0,1,0,0
"(56, 14)",1,0,0,1
"(57, 14)",1,0,1,0
"(58, 14)",1,1,0,0
"(59, 14)",0,1,0,1
"(60, 14)",0,0,1,0
"(61, 14)",1,1,0,0
"(62, 14)",1,1,0,0
"(63, 14)",0,1,0,1
"(64, 14)",1,0,1,0
"(65, 14)",0,1,0,1
"(66, 14)",1,0,1,0
"(67, 14)",0,1,0,0
"(68, 14)",0,1,0,1
"(69, 14)",0,1,1,0
"(70, 14)",1,1,0,0
"(71, 14)",0,0,0,1
"(72, 14)",0,1,1,1
"(73, 14)",1,0,1,0
"(74, 14)",1,0,0,1
"(75, 14)",0,1,1,0
"(1, 15)",1,1,0,0
"(2, 15)",1,1,0,0
"(3, 15)",0,1,0,1
"(4, 15)",0,0,1,1
"(5, 15)",0,1,1,0
"(6, 15)",1,0,0,0
"(7, 15)",1,1,0,0
"(8, 15)",1,0,0,1
"(9, 15)",0,0,1,1
"(10, 15)",0,0,1,1
"(11, 15)",0,1,1,0
"(12, 15)",1,0,0,1
"(13, 15)",1,1,1,0
"(14, 15)",1,0,0,1
"(15, 15)",1,0,1,0
"(16, 15)",1,0,0,1
"(17, 15)",0,0,1,1
"(18, 15)",1,0,1,0
"(19, 15)",0,1,0,1
"(20, 15)",1,0,1,0
"(21, 15)",1,1,0,0
"(22, 15)",1,1,0,0
"(23, 15)",1,0,0,1
"(24, 15)",0,0,1,1
"(25, 15)",1,0,1,0
"(26, 15)",1,0,0,1
"(27, 15)",0,1,1,0
"(28, 15)",0,1,0,1
"(29, 15)",1,1,1,0
"(30, 15)",1,0,0,1
"(31, 15)",0,0,1,1
"(32, 15)",0,0,1,1
"(33, 15)",1,0,1,1
"(34, 15)",0,0,1,0
"(35, 15)",1,0,0,1
"(36, 15)",1,0,1,0
"(37, 15)",0,1,0,1
"(38, 15)",0,1,1,0
"(39, 15)",0,1,0,1
"(40, 15)",1,0,1,0
"(41, 15)",1,0,0,0
"(42, 15)",1,0,0,1
"(43, 15)",0,1,1,0
"(44, 15)",1,1,0,0
"(45, 15)",1,0,0,1
"(46, 15)",0,1,1,0
"(47, 15)",1,0,0,1
"(48, 15)",1,0,1,0
"(49, 15)",1,1,0,0
"(50, 15)",0,1,0,0
"(51, 15)",0,1,0,1
"(52, 15)",0,1,1,0
"(53, 15)",1,1,0,0
"(54, 15)",0,1,0,1
"(55, 15)",1,0,1,0
"(56, 15)",1,1,0,0
"(57, 15)",1,1,0,0
"(58, 15)",0,1,0,1
"(59, 15)",0,0,1,1
"(60, 15)",1,0,1,0
"(61, 15)",0,1,0,1
"(62, 15)",0,1,1,0
"(63, 15)",1,0,0,1
"(64, 15)",0,1,1,1
"(65, 15)",0,0,1,0
"(66, 15)",1,1,0,0
"(67, 15)",1,0,0,1
"(68, 15)",0,0,1,1
"(69, 15)",0,0,1,1
"(70, 15)",0,1,1,0
"(71, 15)",1,0,0,1
"(72, 15)",0,0,1,1
"(73, 15)",0,1,1,0
"(74, 15)",0,1,0,1
"(75, 15)",1,0,1,0
"(1, 16)",0,1,0,1
"(2, 16)",1,1,1,0
"(3, 16)",1,0,0,1
"(4, 16)",0,0,1,1
"(5, 16)",1,0,1,1
"(6, 16)",0,1,1,0
"(7, 16)",0,1,0,1
"(8, 16)",0,1,1,0
"(9, 16)",1,0,0,1
"(10, 16)",1,0,1,0
"(11, 16)",1,0,0,1
"(12, 16)",1,1,1,0
"(13, 16)",0,1,0,0
"(14, 16)",1,1,0,0
"(15, 16)",0,1,0,1
"(16, 16)",0,1,1,0
"(17, 16)",1,0,0,1
"(18, 16)",0,1,1,0
"(19, 16)",1,0,0,1
"(20, 16)",0,1,1,0
"(21, 16)",1,1,0,0
"(22, 16)",0,1,0,1
"(23, 16)",0,1,1,0
"(24, 16)",1,0,0,0
"(25, 16)",1,1,0,0
"(26, 16)",0,1,0,1
"(27, 16)",1,0,1,0
"(28, 16)",0,0,0,1
"(29, 16)",0,1,1,0
"(30, 16)",0,1,0,1
"(31, 16)",1,0,1,0
"(32, 16)",1,0,0,0
"(33, 16)",0,1,0,1
"(34, 16)",0,0,1,1
"(35, 16)",0,1,1,0
"(36, 16)",0,1,0,1
"(37, 16)",1,0,1,1
"(38, 16)",0,0,1,0
"(39, 16)",1,0,0,1
"(40, 16)",0,1,1,0
"(41, 16)",1,1,0,0
"(42, 16)",1,1,0,0
"(43, 16)",0,0,0,1
"(44, 16)",0,1,1,1
"(45, 16)",0,1,1,1
"(46, 16)",0,0,1,1
"(47, 16)",0,1,1,0
"(48, 16)",1,1,0,0
"(49, 16)",0,1,0,1
"(50, 16)",1,0,1,0
"(51, 16)",1,0,0,1
"(52, 16)",0,0,1,1
"(53, 16)",0,1,1,1
"(54, 16)",0,0,1,0
"(55, 16)",0,1,0,1
"(56, 16)",1,1,1,0
"(57, 16)",0,1,0,1
"(58, 16)",0,0,1,1
"(59, 16)",1,0,1,0
"(60, 16)",0,1,0,1
"(61, 16)",0,0,1,1
"(62, 16)",0,0,1,1
"(63, 16)",1,1,1,0
"(64, 16)",1,0,0,0
"(65, 16)",1,0,0,1
"(66, 16)",0,1,1,0
"(67, 16)",1,1,0,0
"(68, 16)",1,0,0,1
"(69, 16)",1,0,1,1
"(70, 16)",0,0,1,1
"(71, 16)",0,1,1,0
"(72, 16)",1,0,0,1
"(73, 16)",0,0,1,1
"(74, 16)",1,0,1,0
"(75, 16)",1,1,0,0
"(1, 17)",1,0,0,1
"(2, 17)",0,1,1,0
"(3, 17)",0,1,0,1
"(4, 17)",0,0,1,1
"(5, 17)",0,1,1,1
"(6, 17)",1,0,1,1
"(7, 17)",0,0,1,1
"(8, 17)",0,0,1,1
"(9, 17)",0,1,1,0
"(10, 17)",1,1,0,0
"(11, 17)",1,1,0,0
"(12, 17)",0,1,0,1
"(13, 17)",1,0,1,0
"(14, 17)",1,1,0,0
"(15, 17)",1,0,0,1
"(16, 17)",1,0,1,0
"(17, 17)",0,1,0,1
"(18, 17)",0,0,1,1
"(19, 17)",0,1,1,0
"(20, 17)",1,0,0,0
"(21, 17)",0,1,0,1
"(22, 17)",0,0,1,1
"(23, 17)",1,0,1,0
"(24, 17)",1,1,0,1
"(25, 17)",0,1,1,0
"(26, 17)",1,0,0,1
"(27, 17)",1,1,1,0
"(28, 17)",1,0,0,1
"(29, 17)",0,0,1,1
"(30, 17)",1,0,1,0
"(31, 17)",1,1,0,1
"(32, 17)",0,1,1,1
"(33, 17)",0,0,1,1
"(34, 17)",0,0,1,1
"(35, 17)",0,0,1,0
"(36, 17)",1,0,0,1
"(37, 17)",0,1,1,0
"(38, 17)",1,0,0,1
"(39, 17)",0,1,1,0
"(40, 17)",1,0,0,1
"(41, 17)",1,1,1,0
"(42, 17)",1,1,0,0
"(43, 17)",1,0,0,1
"(44, 17)",0,0,1,1
"(45, 17)",1,0,1,0
"(46, 17)",0,0,0,1
"(47, 17)",0,0,1,1
"(48, 17)",0,1,1,1
"(49, 17)",0,0,1,1
"(50, 17)",1,1,1,0
"(51, 17)",0,1,0,1
"(52, 17)",1,0,1,0
"(53, 17)",1,0,0,0
"(54, 17)",1,0,0,1
"(55, 17)",1,0,1,0
"(56, 17)",0,1,0,1
"(57, 17)",0,0,1,1
"(58, 17)",0,0,1,0
"(59, 17)",0,1,0,1
"(60, 17)",1,0,1,0
"(61, 17)",1,0,0,1
"(62, 17)",1,0,1,0
"(63, 17)",0,1,0,1
"(64, 17)",0,1,1,0
"(65, 17)",0,1,0,1
"(66, 17)",1,0,1,0
"(67, 17)",1,1,0,0
"(68, 17)",0,1,0,0
"(69, 17)",1,1,0,1
"(70, 17)",1,0,1,0
"(71, 17)",1,0,0,0
"(72, 17)",1,1,0,0
"(73, 17)",1,0,0,0
"(74, 17)",0,1,0,1
"(75, 17)",0,1,1,0
"(1, 18)",0,1,0,1
"(2, 18)",1,0,1,0
"(3, 18)",1,0,0,1
"(4, 18)",0,0,1,1
"(5, 18)",0,0,1,1
"(6, 18)",0,1,1,0
"(7, 18)",1,0,0,1
"(8, 18)",1,0,1,0
"(9, 18)",1,0,0,1
"(10, 18)",0,1,1,0
"(11, 18)",0,1,0,1
"(12, 18)",1,0,1,0
"(13, 18)",0,1,0,1
"(14, 18)",0,1,1,0
"(15, 18)",1,1,0,0
"(16, 18)",1,1,0,0
"(17, 18)",1,0,0,1
"(18, 18)",0,0,1,1
"(19, 18)",0,0,1,1
"(20, 18)",0,1,1,1
"(21, 18)",0,0,1,1
"(22, 18)",1,0,1,0
"(23, 18)",1,1,0,0
"(24, 18)",0,1,0,1
"(25, 18)",0,0,1,1
"(26, 18)",1,1,1,0
"(27, 18)",0,1,0,0
"(28, 18)",0,1,0,1
"(29, 18)",1,0,1,0
"(30, 18)",1,1,0,0
"(31, 18)",1,1,0,0
"(32, 18)",1,0,0,1
"(33, 18)",0,0,1,1
"(34, 18)",0,0,1,1
"(35, 18)",0,0,1,1
"(36, 18)",1,1,1,0
"(37, 18)",1,0,0,1
"(38, 18)",0,1,1,0
"(39, 18)",0,0,0,1
"(40, 18)",1,1,1,0
"(41, 18)",0,1,0,0
"(42, 18)",0,1,0,1
"(43, 18)",0,1,1,0
"(44, 18)",1,0,0,0
"(45, 18)",0,1,0,1
"(46, 18)",0,0,1,1
"(47, 18)",0,0,1,1
"(48, 18)",1,0,1,0
"(49, 18)",0,0,0,1
"(50, 18)",0,1,1,1
"(51, 18)",0,0,1,0
"(52, 18)",1,1,0,1
"(53, 18)",0,1,1,0
"(54, 18)",1,1,0,0
"(55, 18)",1,1,0,1
"(56, 18)",0,0,1,1
"(57, 18)",0,0,1,1
"(58, 18)",0,0,1,1
"(59, 18)",1,0,1,0
"(60, 18)",0,1,0,1
"(61, 18)",1,1,1,0
"(62, 18)",0,1,0,1
"(63, 18)",0,0,1,1
"(64, 18)",1,0,1,0
"(65, 18)",1,0,0,1
"(66, 18)",0,1,1,0
"(67, 18)",0,1,0,1
"(68, 18)",1,0,1,0
"(69, 18)",0,1,0,0
"(70, 18)",1,1,0,0
"(71, 18)",0,1,0,1
"(72, 18)",0,1,1,1
"(73, 18)",0,1,1,1
"(74, 18)",0,0,1,1
"(75, 18)",1,0,1,0
"(1, 19)",1,0,0,0
"(2, 19)",1,1,0,0
"(3, 19)",1,1,0,1
"(4, 19)",0,0,1,1
"(5, 19)",0,0,1,1
"(6, 19)",0,0,1,1
"(7, 19)",1,1,1,0
"(8, 19)",1,1,0,0
"(9, 19)",0,1,0,1
"(10, 19)",1,0,1,0
"(11, 19)",1,0,0,1
"(12, 19)",0,1,1,1
"(13, 19)",0,0,1,1
"(14, 19)",0,0,1,1
"(15, 19)",0,1,1,0
"(16, 19)",1,1,0,0
"(17, 19)",0,1,0,1
"(18, 19)",0,0,1,1
"(19, 19)",0,0,1,1
"(20, 19)",1,0,1,1
"(21, 19)",0,0,1,0
"(22, 19)",1,1,0,0
"(23, 19)",1,1,0,0
"(24, 19)",1,0,0,1
"(25, 19)",0,0,1,1
"(26, 19)",0,1,1,1
"(27, 19)",0,0,1,1
"(28, 19)",1,0,1,0
"(29, 19)",1,1,0,0
"(30, 19)",1,1,0,1
"(31, 19)",0,1,1,0
"(32, 19)",1,1,0,0
"(33, 19)",0,0,0,1
"(34, 19)",1,0,1,1
"(35, 19)",0,0,1,0
"(36, 19)",1,1,0,1
"(37, 19)",0,1,1,1
"(38, 19)",0,0,1,1
"(39, 19)",1,0,1,0
"(40, 19)",1,1,0,1
"(41, 19)",1,0,1,1
"(42, 19)",0,0,1,1
"(43, 19)",1,0,1,0
"(44, 19)",1,1,0,0
"(45, 19)",1,0,0,1
"(46, 19)",0,0,1,1
"(47, 19)",1,0,1,0
"(48, 19)",1,1,0,0
"(49, 19)",1,0,0,1
"(50, 19)",0,0,1,1
"(51, 19)",0,0,1,1
"(52, 19)",1,1,1,0
"(53, 19)",1,0,0,1
"(54, 19)",0,1,1,0
"(55, 19)",0,1,0,0
"(56, 19)",1,0,0,1
"(57, 19)",0,0,1,1
"(58, 19)",1,0,1,0
"(59, 19)",0,1,0,1
"(60, 19)",1,0,1,0
"(61, 19)",0,1,0,0
"(62, 19)",1,0,0,1
"(63, 19)",1,0,1,0
"(64, 19)",1,1,0,0
"(65, 19)",1,1,0,1
"(66, 19)",1,0,1,1
"(67, 19)",0,0,1,0
"(68, 19)",0,1,0,1
"(69, 19)",0,0,1,1
"(70, 19)",1,1,1,0
"(71, 19)",1,0,0,1
"(72, 19)",1,0,1,0
"(73, 19)",1,0,0,1
"(74, 19)",0,0,1,1
"(75, 19)",0,1,1,0
"(1, 20)",1,1,0,0
"(2, 20)",1,1,0,0
"(3, 20)",0,1,0,1
"(4, 20)",0,0,1,0
"(5, 20)",1,0,0,1
"(6, 20)",1,0,1,0
"(7, 20)",0,1,0,0
"(8, 20)",1,1,0,0
"(9, 20)",0,0,0,1
"(10, 20)",0,1,1,0
"(11, 20)",1,1,0,0
"(12, 20)",1,0,0,0
"(13, 20)",1,0,0,1
"(14, 20)",0,0,1,1
"(15, 20)",1,0,1,0
"(16, 20)",0,1,0,1
"(17, 20)",0,0,1,1
"(18, 20)",1,0,1,0
"(19, 20)",0,0,0,1
"(20, 20)",0,1,1,0
"(21, 20)",1,0,0,1
"(22, 20)",1,1,1,0
"(23, 20)",1,1,0,0
"(24, 20)",1,1,0,0
"(25, 20)",1,0,0,1
"(26, 20)",0,0,1,1
"(27, 20)",0,0,1,0
"(28, 20)",1,1,0,0
"(29, 20)",1,1,0,0
"(30, 20)",1,1,0,1
"(31, 20)",1,0,1,0
"(32, 20)",1,1,0,0
"(33, 20)",1,0,0,1
"(34, 20)",0,1,1,0
"(35, 20)",1,0,0,1
"(36, 20)",0,1,1,0
"(37, 20)",1,0,0,1
"(38, 20)",1,0,1,0
"(39, 20)",1,1,0,0
"(40, 20)",1,1,0,0
"(41, 20)",1,1,0,0
"(42, 20)",1,0,0,1
"(43, 20)",0,1,1,0
"(44, 20)",0,1,0,1
"(45, 20)",0,1,1,1
"(46, 20)",0,0,1,0
"(47, 20)",1,1,0,0
"(48, 20)",0,1,0,1
"(49, 20)",0,1,1,0
"(50, 20)",1,0,0,1
"(51, 20)",1,0,1,0
"(52, 20)",0,1,0,0
"(53, 20)",0,1,0,1
"(54, 20)",0,0,1,1
"(55, 20)",1,0,1,0
"(56, 20)",1,1,0,0
"(57, 20)",1,0,0,0
"(58, 20)",1,1,0,0
"(59, 20)",0,0,0,1
"(60, 20)",0,1,1,1
"(61, 20)",0,0,1,1
"(62, 20)",1,1,1,0
"(63, 20)",0,1,0,1
"(64, 20)",0,1,1,0
"(65, 20)",0,1,0,0
"(66, 20)",0,1,0,1
"(67, 20)",1,0,1,0
"(68, 20)",1,0,0,1
"(69, 20)",1,0,1,0
"(70, 20)",1,1,0,0
"(71, 20)",1,1,0,0
"(72, 20)",1,1,0,0
"(73, 20)",0,1,0,1
"(74, 20)",1,0,1,0
"(75, 20)",1,0,0,0
"(1, 21)",1,1,0,0
"(2, 21)",0,1,0,1
"(3, 21)",0,0,1,1
"(4, 21)",1,0,1,0
"(5, 21)",1,1,0,0
"(6, 21)",0,1,0,1
"(7, 21)",1,0,1,0
"(8, 21)",0,1,0,1
"(9, 21)",0,0,1,1
"(10, 21)",0,0,1,1
"(11, 21)",0,1,1,1
"(12, 21)",0,1,1,0
"(13, 21)",1,1,0,0
"(14, 21)",1,0,0,0
"(15, 21)",1,1,0,0
"(16, 21)",1,0,0,1
"(17, 21)",0,0,1,0
"(18, 21)",1,1,0,0
"(19, 21)",1,0,0,1
"(20, 21)",0,0,1,1
"(21, 21)",0,1,1,0
"(22, 21)",1,1,0,0
"(23, 21)",0,1,0,1
"(24, 21)",0,1,1,0
"(25, 21)",1,1,0,1
"(26, 21)",0,0,1,1
"(27, 21)",1,0,1,0
"(28, 21)",0,1,0,1
"(29, 21)",0,1,1,0
"(30, 21)",1,1,0,0
"(31, 21)",1,1,0,0
"(32, 21)",1,1,0,0
"(33, 21)",0,1,0,1
"(34, 21)",0,0,1,1
"(35, 21)",0,1,1,1
"(36, 21)",0,0,1,1
"(37, 21)",0,1,1,0
"(38, 21)",0,1,0,0
"(39, 21)",1,1,0,0
"(40, 21)",0,1,0,0
"(41, 21)",1,1,0,0
"(42, 21)",1,1,0,0
"(43, 21)",1,0,0,1
"(44, 21)",0,0,1,1
"(45, 21)",0,0,1,1
"(46, 21)",0,0,1,1
"(47, 21)",1,1,1,0
"(48, 21)",1,0,0,1
"(49, 21)",1,0,1,0
"(50, 21)",1,1,0,0
"(51, 21)",1,1,0,0
"(52, 21)",1,0,0,1
"(53, 21)",1,0,1,0
"(54, 21)",1,0,0,1
"(55, 21)",1,1,1,0
"(56, 21)",1,1,0,0
"(57, 21)",1,1,0,0
"(58, 21)",0,1,0,1
"(59, 21)",0,0,1,1
"(60, 21)",0,0,1,1
"(61, 21)",1,0,1,0
"(62, 21)",0,1,0,0
"(63, 21)",1,0,0,1
"(64, 21)",0,0,1,1
"(65, 21)",0,0,1,1
"(66, 21)",1,0,1,0
"(67, 21)",1,1,0,1
"(68, 21)",0,1,1,0
"(69, 21)",0,1,0,1
"(70, 21)",0,1,1,0
"(71, 21)",1,1,0,0
"(72, 21)",0,1,0,1
"(73, 21)",1,0,1,0
"(74, 21)",0,1,0,1
"(75, 21)",0,1,1,0
"(1, 22)",1,1,0,1
"(2, 22)",0,0,1,1
"(3, 22)",0,0,1,1
"(4, 22)",0,1,1,0
"(5, 22)",0,1,0,1
"(6, 22)",1,0,1,0
"(7, 22)",1,1,0,0
"(8, 22)",1,0,0,1
"(9, 22)",0,0,1,1
"(10, 22)",1,0,1,0
"(11, 22)",0,0,0,1
"(12, 22)",1,0,1,1
"(13, 22)",0,1,1,0
"(14, 22)",1,1,0,1
"(15, 22)",0,1,1,0
"(16, 22)",0,1,0,1
"(17, 22)",1,0,1,0
"(18, 22)",1,1,0,0
"(19, 22)",1,1,0,0
"(20, 22)",0,0,0,1
"(21, 22)",1,0,1,1
"(22, 22)",0,1,1,0
"(23, 22)",0,0,0,1
"(24, 22)",0,0,1,1
"(25, 22)",0,1,1,1
"(26, 22)",0,0,1,0
"(27, 22)",1,1,0,1
"(28, 22)",0,0,1,0
"(29, 22)",1,0,0,1
"(30, 22)",0,1,1,0
"(31, 22)",1,1,0,0
"(32, 22)",0,1,0,1
"(33, 22)",1,0,1,0
"(34, 22)",1,0,0,1
"(35, 22)",1,0,1,0
"(36, 22)",1,0,0,1
"(37, 22)",0,0,1,1
"(38, 22)",0,0,1,1
"(39, 22)",0,1,1,0
"(40, 22)",1,0,0,1
"(41, 22)",0,1,1,0
"(42, 22)",1,1,0,1
"(43, 22)",0,1,1,0
"(44, 22)",0,0,0,1
"(45, 22)",0,0,1,1
"(46, 22)",0,0,1,1
"(47, 22)",1,1,1,0
"(48, 22)",1,1,0,0
"(49, 22)",0,1,0,1
"(50, 22)",0,1,1,0
"(51, 22)",0,1,0,1
"(52, 22)",0,1,1,0
"(53, 22)",1,1,0,0
"(54, 22)",1,1,0,0
"(55, 22)",0,1,0,0
"(56, 22)",1,1,0,0
"(57, 22)",0,1,0,1
"(58, 22)",0,0,1,1
"(59, 22)",0,0,1,1
"(60, 22)",1,0,1,0
"(61, 22)",0,1,0,1
"(62, 22)",1,0,1,0
"(63, 22)",0,1,0,1
"(64, 22)",1,0,1,0
"(65, 22)",1,0,0,0
"(66, 22)",1,1,0,0
"(67, 22)",0,1,0,1
"(68, 22)",1,0,1,0
"(69, 22)",1,0,0,1
"(70, 22)",1,0,1,0
"(71, 22)",1,1,0,0
"(72, 22)",1,0,0,0
"(73, 22)",0,1,0,1
"(74, 22)",0,0,1,1
"(75, 22)",1,0,1,0
"(1, 23)",1,1,0,0
"(2, 23)",1,0,0,1
"(3, 23)",0,0,1,1
"(4, 23)",0,0,1,1
"(5, 23)",0,0,1,1
"(6, 23)",0,1,1,0
"(7, 23)",0,1,0,1
"(8, 23)",0,1,1,0
"(9, 23)",1,0,0,0
"(10, 23)",0,1,0,1
"(11, 23)",0,0,1,1
"(12, 23)",0,1,1,0
"(13, 23)",1,0,0,0
"(14, 23)",1,1,0,0
"(15, 23)",1,0,0,1
"(16, 23)",1,0,1,0
"(17, 23)",1,1,0,1
"(18, 23)",0,1,1,0
"(19, 23)",0,1,0,1
"(20, 23)",1,0,1,0
"(21, 23)",0,1,0,1
"(22, 23)",1,0,1,0
"(23, 23)",1,0,0,1
"(24, 23)",0,0,1,1
"(25, 23)",0,0,1,1
"(26, 23)",1,0,1,0
"(27, 23)",0,1,0,1
"(28, 23)",1,0,1,0
"(29, 23)",0,1,0,1
"(30, 23)",1,0,1,0
"(31, 23)",0,1,0,1
"(32, 23)",1,0,1,0
"(33, 23)",0,1,0,1
"(34, 23)",0,1,1,0
"(35, 23)",0,1,0,1
"(36, 23)",0,1,1,0
"(37, 23)",1,0,0,1
"(38, 23)",0,0,1,1
"(39, 23)",1,0,1,0
"(40, 23)",0,1,0,1
"(41, 23)",1,0,1,0
"(42, 23)",1,1,0,0
"(43, 23)",1,0,0,1
"(44, 23)",0,0,1,1
"(45, 23)",0,0,1,1
"(46, 23)",1,0,1,0
"(47, 23)",1,1,0,0
"(48, 23)",1,1,0,0
"(49, 23)",1,0,0,1
"(50, 23)",0,0,1,1
"(51, 23)",0,0,1,1
"(52, 23)",1,0,1,0
"(53, 23)",0,1,0,1
"(54, 23)",1,1,1,0
"(55, 23)",1,0,0,1
"(56, 23)",0,1,1,0
"(57, 23)",1,0,0,1
"(58, 23)",0,0,1,1
"(59, 23)",0,0,1,1
"(60, 23)",0,1,1,1
"(61, 23)",1,0,1,0
"(62, 23)",0,1,0,1
"(63, 23)",0,0,1,1
"(64, 23)",0,1,1,0
"(65, 23)",1,1,0,0
"(66, 23)",0,1,0,1
"(67, 23)",1,0,1,0
"(68, 23)",0,1,0,0
"(69, 23)",1,1,0,0
"(70, 23)",0,1,0,1
"(71, 23)",0,1,1,0
"(72, 23)",1,1,0,1
"(73, 23)",0,0,1,0
"(74, 23)",1,0,0,1
"(75, 23)",1,1,1,0
"(1, 24)",0,1,0,1
"(2, 24)",0,1,1,0
"(3, 24)",1,0,0,1
"(4, 24)",0,0,1,1
"(5, 24)",0,0,1,1
"(6, 24)",1,0,1,1
"(7, 24)",0,0,1,1
"(8, 24)",1,0,1,1
"(9, 24)",0,1,1,1
"(10, 24)",1,0,1,0
"(11, 24)",1,0,0,1
"(12, 24)",1,0,1,0
"(13, 24)",1,1,0,0
"(14, 24)",0,1,0,1
"(15, 24)",0,1,1,0
"(16, 24)",1,1,0,0
"(17, 24)",0,1,0,1
"(18, 24)",1,0,1,0
"(19, 24)",1,0,0,1
"(20, 24)",0,1,1,0
"(21, 24)",1,0,0,1
"(22, 24)",0,1,1,0
