  cell  ,E,W,N,S
"(55, 31)",0,1,1,0
"(56, 31)",1,1,0,0
"(57, 31)",1,0,0,1
"(58, 31)",0,1,1,0
"(59, 31)",0,1,0,1
"(60, 31)",0,0,1,1
"(61, 31)",1,0,1,0
"(62, 31)",0,1,0,1
"(63, 31)",0,1,1,0
"(64, 31)",1,1,0,1
"(65, 31)",0,0,1,1
"(66, 31)",0,1,1,1
"(67, 31)",0,0,1,0
"(68, 31)",1,1,0,0
"(69, 31)",0,1,0,1
"(70, 31)",0,0,1,1
"(71, 31)",1,0,1,0
"(72, 31)",0,1,0,1
"(73, 31)",0,1,1,0
"(74, 31)",1,1,0,0
"(75, 31)",0,1,0,1
"(76, 31)",0,0,1,1
"(77, 31)",0,0,1,1
"(78, 31)",0,1,1,0
"(79, 31)",1,0,0,1
"(80, 31)",0,0,1,1
"(81, 31)",0,1,1,1
"(82, 31)",1,0,1,0
"(83, 31)",1,0,0,0
"(84, 31)",1,0,0,1
"(85, 31)",0,1,1,1
"(86, 31)",1,0,1,1
"(87, 31)",1,0,1,0
"(88, 31)",0,1,0,0
"(89, 31)",1,1,0,1
"(90, 31)",1,0,1,0
"(91, 31)",0,1,0,1
"(92, 31)",0,1,1,0
"(93, 31)",0,1,0,1
"(94, 31)",0,0,1,1
"(95, 31)",1,0,1,0
"(96, 31)",1,0,0,1
"(97, 31)",0,0,1,1
"(98, 31)",0,0,1,1
"(99, 31)",0,0,1,1
"(100, 31)",0,1,1,0
"(101, 31)",1,1,0,0
"(102, 31)",1,0,0,1
"(103, 31)",0,1,1,0
"(104, 31)",1,0,0,1
"(105, 31)",1,0,1,0
"(106, 31)",1,1,0,0
"(107, 31)",1,1,0,0
"(108, 31)",0,0,0,1
"(109, 31)",1,0,1,1
"(110, 31)",0,1,1,1
"(111, 31)",0,0,1,1
"(112, 31)",1,0,1,0
"(113, 31)",1,1,0,0
"(114, 31)",1,1,0,0
"(115, 31)",0,1,0,1
"(116, 31)",0,0,1,1
"(117, 31)",1,0,1,0
"(118, 31)",1,0,0,1
"(119, 31)",0,0,1,1
"(120, 31)",0,1,1,0
"(121, 31)",1,1,0,0
"(122, 31)",1,1,0,1
"(123, 31)",0,0,1,0
"(124, 31)",1,0,0,1
"(125, 31)",0,1,1,0
"(126, 31)",1,1,0,0
"(127, 31)",0,1,0,1
"(128, 31)",0,0,1,1
"(129, 31)",1,0,1,1
"(130, 31)",0,0,1,1
"(131, 31)",0,1,1,0
"(132, 31)",1,0,0,1
"(133, 31)",0,0,1,1
"(134, 31)",0,0,1,1
"(135, 31)",1,0,1,0
"(136, 31)",1,1,0,0
"(137, 31)",0,1,0,0
"(138, 31)",0,1,0,1
"(139, 31)",1,0,1,0
"(140, 31)",0,1,0,1
"(141, 31)",0,0,1,1
"(142, 31)",0,1,1,0
"(143, 31)",1,1,0,0
"(144, 31)",0,0,0,1
"(145, 31)",0,0,1,1
"(146, 31)",0,1,1,1
"(147, 31)",1,0,1,1
"(148, 31)",0,1,1,0
"(149, 31)",0,1,0,1
"(150, 31)",0,0,1,1
"(151, 31)",0,1,1,0
"(152, 31)",1,0,0,1
"(153, 31)",1,1,1,0
"(154, 31)",0,0,0,1
"(155, 31)",0,0,1,1
"(156, 31)",1,0,1,1
"(157, 31)",1,0,1,0
"(158, 31)",1,1,0,0
"(159, 31)",1,0,0,1
"(160, 31)",1,1,1,0
"(161, 31)",0,1,0,1
"(162, 31)",1,0,1,0
"(163, 31)",1,0,0,1
"(164, 31)",0,0,1,1
"(165, 31)",0,0,1,1
"(166, 31)",1,0,1,0
"(167, 31)",1,0,0,1
"(168, 31)",0,0,1,1
"(169, 31)",0,1,1,0
"(170, 31)",0,1,0,0
"(171, 31)",1,0,0,1
"(172, 31)",0,0,1,1
"(173, 31)",1,0,1,0
"(174, 31)",1,1,0,0
"(175, 31)",1,1,0,0
"(176, 31)",0,1,0,0
"(177, 31)",0,1,0,1
"(178, 31)",0,1,1,0
"(179, 31)",1,1,0,0
"(180, 31)",1,0,0,1
"(181, 31)",0,1,1,0
"(182, 31)",1,0,0,1
"(183, 31)",0,0,1,1
"(184, 31)",1,0,1,0
"(185, 31)",1,0,0,1
"(186, 31)",0,1,1,0
"(187, 31)",1,0,0,1
"(188, 31)",1,0,1,0
"(189, 31)",1,0,0,1
"(190, 31)",0,0,1,1
"(191, 31)",1,0,1,1
"(192, 31)",0,0,1,0
"(193, 31)",0,1,0,1
"(194, 31)",1,0,1,0
"(195, 31)",0,1,0,0
"(196, 31)",1,0,0,1
"(197, 31)",0,0,1,1
"(198, 31)",0,1,1,0
"(199, 31)",0,0,0,1
"(200, 31)",1,0,1,0
"(1, 32)",1,0,0,1
"(2, 32)",0,0,1,1
"(3, 32)",0,0,1,1
"(4, 32)",1,0,1,0
"(5, 32)",0,1,0,0
"(6, 32)",0,1,0,1
"(7, 32)",1,0,1,1
"(8, 32)",1,0,1,0
"(9, 32)",1,1,0,0
"(10, 32)",0,1,0,0
"(11, 32)",1,1,0,1
"(12, 32)",0,1,1,1
"(13, 32)",0,0,1,1
"(14, 32)",1,0,1,0
"(15, 32)",1,1,0,0
"(16, 32)",0,0,0,1
"(17, 32)",0,1,1,0
"(18, 32)",1,0,0,1
"(19, 32)",1,0,1,0
"(20, 32)",1,0,0,1
"(21, 32)",0,1,1,1
"(22, 32)",0,0,1,0
"(23, 32)",1,0,0,1
"(24, 32)",1,0,1,1
"(25, 32)",0,1,1,0
"(26, 32)",0,1,0,0
"(27, 32)",1,0,0,1
"(28, 32)",0,0,1,1
"(29, 32)",0,1,1,0
"(30, 32)",1,1,0,1
"(31, 32)",0,0,1,1
"(32, 32)",1,0,1,0
"(33, 32)",1,1,0,1
"(34, 32)",1,0,1,1
"(35, 32)",1,0,1,0
"(36, 32)",0,1,0,1
"(37, 32)",0,0,1,1
"(38, 32)",0,1,1,0
"(39, 32)",0,1,0,1
"(40, 32)",1,0,1,0
"(41, 32)",0,1,0,1
"(42, 32)",1,0,1,0
"(43, 32)",0,1,0,1
"(44, 32)",0,0,1,1
"(45, 32)",0,1,1,0
"(46, 32)",1,0,0,1
"(47, 32)",0,1,1,0
"(48, 32)",0,1,0,1
"(49, 32)",1,1,1,0
"(50, 32)",0,1,0,1
"(51, 32)",1,0,1,0
"(52, 32)",1,0,0,1
"(53, 32)",0,0,1,1
"(54, 32)",1,0,1,0
"(55, 32)",1,0,0,0
"(56, 32)",1,1,0,0
"(57, 32)",1,1,0,0
"(58, 32)",1,0,0,1
"(59, 32)",1,0,1,0
"(60, 32)",1,0,0,0
"(61, 32)",0,1,0,1
"(62, 32)",0,0,1,1
"(63, 32)",1,0,1,0
"(64, 32)",1,1,0,0
"(65, 32)",1,0,0,0
"(66, 32)",1,0,0,1
"(67, 32)",1,0,1,0
"(68, 32)",0,1,0,1
"(69, 32)",1,0,1,0
"(70, 32)",1,0,0,0
"(71, 32)",0,1,0,1
"(72, 32)",0,0,1,1
"(73, 32)",1,0,1,0
"(74, 32)",0,1,0,1
"(75, 32)",0,0,1,1
"(76, 32)",0,0,1,1
"(77, 32)",1,0,1,0
"(78, 32)",1,0,0,0
"(79, 32)",1,1,0,0
"(80, 32)",0,0,0,1
"(81, 32)",0,0,1,1
"(82, 32)",0,1,1,1
"(83, 32)",0,1,1,0
"(84, 32)",1,1,0,1
"(85, 32)",0,0,1,0
"(86, 32)",1,1,0,0
"(87, 32)",1,1,0,0
"(88, 32)",1,0,0,1
"(89, 32)",0,1,1,0
"(90, 32)",0,1,0,1
"(91, 32)",1,0,1,0
"(92, 32)",1,0,0,0
"(93, 32)",1,0,0,1
"(94, 32)",1,0,1,1
"(95, 32)",0,1,1,1
"(96, 32)",0,1,1,0
"(97, 32)",1,0,0,0
"(98, 32)",1,0,0,1
"(99, 32)",0,0,1,1
"(100, 32)",0,0,1,1
"(101, 32)",1,1,1,0
"(102, 32)",1,1,0,0
"(103, 32)",1,0,0,1
"(104, 32)",0,1,1,0
"(105, 32)",1,1,0,0
"(106, 32)",1,1,0,0
"(107, 32)",0,1,0,1
"(108, 32)",1,0,1,0
"(109, 32)",1,1,0,1
"(110, 32)",0,0,1,1
"(111, 32)",1,0,1,0
"(112, 32)",1,1,0,0
"(113, 32)",0,1,0,1
"(114, 32)",0,1,1,1
"(115, 32)",0,0,1,0
"(116, 32)",1,0,0,1
"(117, 32)",0,1,1,0
"(118, 32)",1,1,0,0
"(119, 32)",1,0,0,1
"(120, 32)",0,0,1,1
"(121, 32)",0,1,1,1
"(122, 32)",1,1,1,0
"(123, 32)",1,0,0,1
"(124, 32)",0,1,1,0
"(125, 32)",0,0,0,1
"(126, 32)",0,1,1,0
"(127, 32)",1,0,0,1
"(128, 32)",1,0,1,0
"(129, 32)",0,1,0,1
"(130, 32)",0,0,1,0
"(131, 32)",1,0,0,1
"(132, 32)",0,1,1,0
"(133, 32)",1,0,0,1
"(134, 32)",0,0,1,1
"(135, 32)",0,1,1,0
"(136, 32)",0,1,0,1
"(137, 32)",0,0,1,1
"(138, 32)",1,0,1,0
"(139, 32)",0,1,0,1
"(140, 32)",1,0,1,1
"(141, 32)",0,0,1,1
"(142, 32)",1,0,1,0
"(143, 32)",0,1,0,1
"(144, 32)",0,0,1,1
"(145, 32)",1,0,1,1
"(146, 32)",1,0,1,0
"(147, 32)",0,1,0,0
"(148, 32)",1,0,0,1
"(149, 32)",0,0,1,1
"(150, 32)",0,0,1,1
"(151, 32)",0,0,1,1
"(152, 32)",0,1,1,0
"(153, 32)",1,1,0,0
"(154, 32)",1,0,0,1
"(155, 32)",1,0,1,0
"(156, 32)",0,1,0,0
"(157, 32)",0,1,0,1
"(158, 32)",0,1,1,1
"(159, 32)",0,1,1,0
"(160, 32)",0,1,0,1
"(161, 32)",1,0,1,0
"(162, 32)",1,1,0,0
"(163, 32)",0,1,0,1
"(164, 32)",1,0,1,0
"(165, 32)",1,0,0,0
"(166, 32)",0,1,0,1
"(167, 32)",0,1,1,0
"(168, 32)",0,0,0,1
"(169, 32)",0,0,1,1
"(170, 32)",1,0,1,1
"(171, 32)",0,1,1,0
"(172, 32)",1,0,0,0
"(173, 32)",1,1,0,0
"(174, 32)",1,1,0,0
"(175, 32)",1,1,0,0
"(176, 32)",1,0,0,1
"(177, 32)",0,0,1,1
"(178, 32)",0,0,1,1
"(179, 32)",0,1,1,0
"(180, 32)",1,1,0,1
"(181, 32)",0,0,1,1
"(182, 32)",0,1,1,1
"(183, 32)",0,0,1,0
"(184, 32)",1,1,0,0
"(185, 32)",1,1,0,0
"(186, 32)",1,0,0,1
"(187, 32)",0,1,1,0
"(188, 32)",1,1,0,0
"(189, 32)",1,1,0,1
"(190, 32)",0,0,1,0
"(191, 32)",0,1,0,1
"(192, 32)",0,0,1,1
"(193, 32)",1,0,1,0
"(194, 32)",0,1,0,1
"(195, 32)",1,0,1,0
"(196, 32)",1,1,0,0
"(197, 32)",1,0,0,1
"(198, 32)",0,0,1,1
"(199, 32)",0,0,1,1
"(200, 32)",1,1,1,0
"(1, 33)",1,1,0,0
"(2, 33)",0,0,0,1
"(3, 33)",1,0,1,1
"(4, 33)",0,1,1,1
"(5, 33)",0,0,1,1
"(6, 33)",0,0,1,1
"(7, 33)",0,1,1,0
"(8, 33)",0,1,0,0
"(9, 33)",0,1,0,1
"(10, 33)",0,0,1,1
"(11, 33)",0,1,1,0
"(12, 33)",0,0,0,1
"(13, 33)",1,0,1,0
"(14, 33)",1,1,0,0
"(15, 33)",0,1,0,1
"(16, 33)",1,0,1,1
"(17, 33)",1,0,1,0
"(18, 33)",1,1,0,0
"(19, 33)",0,1,0,1
"(20, 33)",0,1,1,0
"(21, 33)",1,0,0,1
"(22, 33)",0,0,1,1
"(23, 33)",0,1,1,0
"(24, 33)",1,1,0,0
"(25, 33)",1,0,0,1
"(26, 33)",1,0,1,0
"(27, 33)",0,1,0,1
"(28, 33)",1,0,1,0
"(29, 33)",0,0,0,1
"(30, 33)",0,1,1,1
"(31, 33)",1,0,1,0
"(32, 33)",0,1,0,0
"(33, 33)",1,1,0,0
"(34, 33)",1,1,0,0
"(35, 33)",0,1,0,1
"(36, 33)",1,0,1,0
"(37, 33)",1,0,0,0
"(38, 33)",1,0,0,1
"(39, 33)",0,0,1,1
"(40, 33)",0,1,1,1
"(41, 33)",1,0,1,0
"(42, 33)",0,1,0,1
"(43, 33)",0,0,1,1
"(44, 33)",0,0,1,1
"(45, 33)",1,0,1,0
"(46, 33)",1,1,0,0
"(47, 33)",0,0,0,1
"(48, 33)",0,0,1,1
"(49, 33)",0,1,1,1
"(50, 33)",1,0,1,0
"(51, 33)",1,1,0,0
"(52, 33)",0,1,0,1
"(53, 33)",1,0,1,0
"(54, 33)",1,1,0,0
"(55, 33)",1,1,0,1
"(56, 33)",0,1,1,0
"(57, 33)",0,1,0,1
"(58, 33)",0,1,1,0
"(59, 33)",0,1,0,1
"(60, 33)",0,1,1,1
"(61, 33)",0,0,1,1
"(62, 33)",1,0,1,0
"(63, 33)",1,1,0,0
"(64, 33)",1,1,0,0
"(65, 33)",1,1,0,0
"(66, 33)",1,1,0,0
"(67, 33)",1,1,0,1
"(68, 33)",0,0,1,0
"(69, 33)",1,1,0,0
"(70, 33)",1,1,0,1
"(71, 33)",0,0,1,1
"(72, 33)",1,0,1,0
"(73, 33)",0,1,0,1
"(74, 33)",1,0,1,0
"(75, 33)",1,0,0,1
"(76, 33)",0,0,1,1
"(77, 33)",0,1,1,1
"(78, 33)",0,1,1,0
"(79, 33)",0,1,0,1
"(80, 33)",1,0,1,0
"(81, 33)",1,0,0,1
"(82, 33)",1,0,1,0
"(83, 33)",1,0,0,1
"(84, 33)",0,1,1,0
"(85, 33)",1,0,0,1
"(86, 33)",0,1,1,0
"(87, 33)",1,1,0,0
"(88, 33)",1,1,0,1
"(89, 33)",0,0,1,1
"(90, 33)",1,0,1,0
"(91, 33)",0,1,0,1
"(92, 33)",0,1,1,0
"(93, 33)",1,1,0,0
"(94, 33)",0,1,0,1
"(95, 33)",0,0,1,1
"(96, 33)",1,0,1,1
"(97, 33)",0,1,1,0
"(98, 33)",0,1,0,1
"(99, 33)",1,0,1,0
"(100, 33)",1,0,0,0
"(101, 33)",1,1,0,1
"(102, 33)",0,1,1,1
"(103, 33)",0,1,1,0
"(104, 33)",1,0,0,1
"(105, 33)",0,1,1,0
"(106, 33)",1,1,0,1
"(107, 33)",0,0,1,0
"(108, 33)",1,1,0,0
"(109, 33)",0,1,0,0
"(110, 33)",1,0,0,1
"(111, 33)",0,1,1,0
"(112, 33)",1,1,0,0
"(113, 33)",1,0,0,0
"(114, 33)",1,0,0,1
"(115, 33)",0,0,1,1
"(116, 33)",0,1,1,0
"(117, 33)",1,0,0,1
"(118, 33)",0,1,1,0
"(119, 33)",1,1,0,0
"(120, 33)",1,0,0,1
"(121, 33)",1,0,1,0
"(122, 33)",0,1,0,0
"(123, 33)",1,1,0,1
"(124, 33)",0,0,1,1
"(125, 33)",0,0,1,1
"(126, 33)",1,0,1,0
"(127, 33)",1,1,0,0
"(128, 33)",0,1,0,1
"(129, 33)",1,0,1,0
"(130, 33)",1,0,0,1
"(131, 33)",0,1,1,0
"(132, 33)",1,0,0,0
"(133, 33)",1,1,0,0
"(134, 33)",0,0,0,1
"(135, 33)",0,0,1,1
"(136, 33)",0,0,1,1
"(137, 33)",1,0,1,0
"(138, 33)",0,1,0,1
"(139, 33)",0,0,1,1
"(140, 33)",0,1,1,0
"(141, 33)",1,0,0,0
"(142, 33)",0,1,0,1
"(143, 33)",0,0,1,1
"(144, 33)",0,0,1,1
"(145, 33)",1,1,1,0
"(146, 33)",1,1,0,0
"(147, 33)",1,0,0,1
"(148, 33)",0,1,1,0
"(149, 33)",0,0,0,1
"(150, 33)",0,0,1,1
"(151, 33)",1,0,1,0
"(152, 33)",1,0,0,1
"(153, 33)",0,1,1,0
"(154, 33)",1,1,0,0
"(155, 33)",1,1,0,0
"(156, 33)",1,0,0,1
"(157, 33)",1,0,1,0
"(158, 33)",1,0,0,1
"(159, 33)",1,0,1,0
"(160, 33)",1,0,0,1
"(161, 33)",0,1,1,0
"(162, 33)",0,1,0,1
"(163, 33)",1,0,1,0
"(164, 33)",1,1,0,0
"(165, 33)",1,1,0,1
"(166, 33)",1,0,1,1
"(167, 33)",1,0,1,0
"(168, 33)",1,0,0,1
"(169, 33)",0,0,1,1
"(170, 33)",0,1,1,0
"(171, 33)",0,0,0,1
"(172, 33)",1,1,1,0
"(173, 33)",0,1,0,1
"(174, 33)",0,1,1,0
"(175, 33)",1,1,0,1
"(176, 33)",0,1,1,0
"(177, 33)",1,0,0,1
"(178, 33)",1,0,1,1
"(179, 33)",0,0,1,0
"(180, 33)",1,1,0,1
"(181, 33)",0,0,1,0
"(182, 33)",1,0,0,1
"(183, 33)",0,0,1,1
"(184, 33)",0,1,1,0
"(185, 33)",0,1,0,1
"(186, 33)",0,1,1,0
"(187, 33)",1,0,0,0
"(188, 33)",1,1,0,0
"(189, 33)",0,1,0,0
"(190, 33)",1,0,0,1
"(191, 33)",0,0,1,1
"(192, 33)",1,0,1,0
"(193, 33)",1,1,0,1
"(194, 33)",0,0,1,0
"(195, 33)",1,1,0,0
"(196, 33)",1,1,0,0
"(197, 33)",0,1,0,1
"(198, 33)",1,0,1,1
"(199, 33)",1,0,1,0
"(200, 33)",0,1,0,0
"(1, 34)",1,1,0,1
"(2, 34)",1,0,1,0
"(3, 34)",0,1,0,1
"(4, 34)",0,0,1,0
"(5, 34)",1,0,0,1
"(6, 34)",1,0,1,0
"(7, 34)",1,0,0,1
"(8, 34)",1,0,1,0
"(9, 34)",1,0,0,1
"(10, 34)",0,0,1,1
"(11, 34)",1,0,1,1
"(12, 34)",0,0,1,1
"(13, 34)",0,1,1,0
"(14, 34)",0,1,0,1
"(15, 34)",1,0,1,0
"(16, 34)",1,1,0,0
"(17, 34)",1,1,0,0
"(18, 34)",0,1,0,1
"(19, 34)",0,0,1,1
"(20, 34)",1,0,1,0
"(21, 34)",1,1,0,0
"(22, 34)",0,0,0,1
"(23, 34)",1,0,1,0
"(24, 34)",1,1,0,0
"(25, 34)",1,1,0,0
"(26, 34)",1,1,0,1
"(27, 34)",0,0,1,0
"(28, 34)",0,1,0,1
"(29, 34)",1,0,1,0
"(30, 34)",1,0,0,0
"(31, 34)",1,1,0,1
"(32, 34)",0,0,1,1
"(33, 34)",0,1,1,0
"(34, 34)",1,1,0,0
"(35, 34)",0,0,0,1
"(36, 34)",0,1,1,1
"(37, 34)",1,1,1,0
"(38, 34)",0,1,0,1
"(39, 34)",1,0,1,0
"(40, 34)",0,0,0,1
"(41, 34)",0,1,1,1
"(42, 34)",0,0,1,1
"(43, 34)",0,0,1,0
"(44, 34)",1,0,0,1
"(45, 34)",0,1,1,0
"(46, 34)",1,1,0,1
"(47, 34)",1,0,1,0
"(48, 34)",1,0,0,1
"(49, 34)",1,0,1,0
"(50, 34)",1,1,0,0
"(51, 34)",1,1,0,0
"(52, 34)",1,0,0,1
"(53, 34)",0,1,1,0
"(54, 34)",1,1,0,0
"(55, 34)",1,1,0,0
"(56, 34)",1,0,0,1
"(57, 34)",1,0,1,0
"(58, 34)",1,0,0,1
"(59, 34)",1,0,1,0
"(60, 34)",1,0,0,0
"(61, 34)",1,0,0,1
"(62, 34)",0,1,1,0
"(63, 34)",1,1,0,0
"(64, 34)",0,1,0,1
"(65, 34)",0,1,1,0
"(66, 34)",1,1,0,0
"(67, 34)",0,1,0,1
"(68, 34)",0,0,1,1
"(69, 34)",0,1,1,0
"(70, 34)",1,1,0,0
"(71, 34)",1,0,0,0
"(72, 34)",0,1,0,1
"(73, 34)",1,0,1,0
"(74, 34)",1,1,0,0
"(75, 34)",1,1,0,0
"(76, 34)",1,0,0,1
"(77, 34)",0,0,1,1
"(78, 34)",0,0,1,1
"(79, 34)",1,0,1,0
"(80, 34)",1,1,0,1
"(81, 34)",0,1,1,0
"(82, 34)",0,1,0,1
"(83, 34)",0,1,1,0
"(84, 34)",1,0,0,0
"(85, 34)",0,1,0,1
"(86, 34)",1,0,1,0
"(87, 34)",0,1,0,1
"(88, 34)",0,1,1,1
"(89, 34)",1,0,1,0
"(90, 34)",0,1,0,1
"(91, 34)",1,0,1,0
"(92, 34)",1,0,0,1
"(93, 34)",0,1,1,0
"(94, 34)",1,0,0,1
"(95, 34)",1,0,1,0
"(96, 34)",0,1,0,1
"(97, 34)",1,0,1,1
"(98, 34)",0,0,1,0
"(99, 34)",0,1,0,1
"(100, 34)",1,1,1,0
"(101, 34)",1,1,0,0
"(102, 34)",1,0,0,1
"(103, 34)",1,0,1,0
"(104, 34)",1,1,0,0
"(105, 34)",1,0,0,0
"(106, 34)",1,1,0,1
"(107, 34)",1,0,1,0
"(108, 34)",0,1,0,1
"(109, 34)",1,0,1,0
"(110, 34)",1,1,0,0
"(111, 34)",1,0,0,0
"(112, 34)",1,1,0,0
"(113, 34)",1,1,0,0
"(114, 34)",0,1,0,1
"(115, 34)",0,0,1,1
"(116, 34)",1,0,1,0
"(117, 34)",1,1,0,0
"(118, 34)",0,0,0,1
"(119, 34)",0,1,1,0
"(120, 34)",1,1,0,0
"(121, 34)",0,1,0,1
"(122, 34)",1,0,1,0
"(123, 34)",1,1,0,0
"(124, 34)",1,0,0,1
"(125, 34)",1,0,1,0
"(126, 34)",1,1,0,0
"(127, 34)",0,1,0,1
"(128, 34)",1,0,1,0
"(129, 34)",0,1,0,1
"(130, 34)",0,1,1,0
"(131, 34)",0,0,0,1
"(132, 34)",1,1,1,0
"(133, 34)",0,1,0,1
"(134, 34)",0,0,1,1
"(135, 34)",0,0,1,1
"(136, 34)",1,0,1,0
"(137, 34)",1,1,0,1
"(138, 34)",0,0,1,1
"(139, 34)",0,0,1,1
"(140, 34)",1,0,1,1
"(141, 34)",0,1,1,0
"(142, 34)",1,0,0,1
"(143, 34)",1,0,1,0
"(144, 34)",1,0,0,1
"(145, 34)",0,1,1,0
"(146, 34)",0,1,0,1
"(147, 34)",0,1,1,0
"(148, 34)",1,0,0,1
"(149, 34)",0,0,1,1
"(150, 34)",1,0,1,0
"(151, 34)",1,1,0,0
"(152, 34)",0,1,0,1
"(153, 34)",0,0,1,1
"(154, 34)",0,1,1,0
"(155, 34)",0,1,0,1
"(156, 34)",0,1,1,0
"(157, 34)",1,1,0,0
"(158, 34)",1,1,0,0
"(159, 34)",1,1,0,0
"(160, 34)",0,1,0,1
"(161, 34)",1,0,1,0
"(162, 34)",1,0,0,0
"(163, 34)",0,1,0,1
"(164, 34)",0,1,1,0
"(165, 34)",0,1,0,0
"(166, 34)",1,1,0,0
"(167, 34)",0,1,0,1
"(168, 34)",0,1,1,0
"(169, 34)",0,0,0,1
"(170, 34)",1,0,1,1
"(171, 34)",1,0,1,0
"(172, 34)",1,1,0,1
"(173, 34)",1,0,1,0
"(174, 34)",1,0,0,1
"(175, 34)",0,1,1,0
"(176, 34)",1,0,0,1
"(177, 34)",0,1,1,0
"(178, 34)",0,1,0,1
"(179, 34)",0,0,1,1
"(180, 34)",0,1,1,0
"(181, 34)",1,0,0,1
"(182, 34)",0,1,1,0
"(183, 34)",1,0,0,1
"(184, 34)",0,0,1,1
"(185, 34)",0,0,1,1
"(186, 34)",1,0,1,1
"(187, 34)",0,1,1,0
"(188, 34)",1,1,0,0
"(189, 34)",1,0,0,1
"(190, 34)",0,1,1,0
"(191, 34)",1,0,0,0
"(192, 34)",1,1,0,0
"(193, 34)",1,1,0,0
"(194, 34)",1,0,0,1
"(195, 34)",0,1,1,0
"(196, 34)",0,1,0,1
"(197, 34)",1,0,1,0
"(198, 34)",1,1,0,0
"(199, 34)",0,1,0,1
"(200, 34)",1,0,1,0
"(1, 35)",1,1,0,0
"(2, 35)",0,1,0,1
"(3, 35)",0,0,1,1
"(4, 35)",0,0,1,1
"(5, 35)",1,1,1,0
"(6, 35)",0,1,0,1
"(7, 35)",0,1,1,0
"(8, 35)",1,1,0,0
"(9, 35)",0,1,0,1
"(10, 35)",1,0,1,0
"(11, 35)",1,1,0,0
"(12, 35)",1,0,0,1
"(13, 35)",0,0,1,1
"(14, 35)",0,0,1,1
"(15, 35)",0,1,1,0
"(16, 35)",1,1,0,0
"(17, 35)",0,1,0,1
"(18, 35)",1,0,1,1
"(19, 35)",0,0,1,0
"(20, 35)",1,1,0,0
"(21, 35)",0,1,0,1
"(22, 35)",1,0,1,0
"(23, 35)",0,1,0,1
"(24, 35)",0,1,1,0
"(25, 35)",1,1,0,0
"(26, 35)",1,1,0,0
"(27, 35)",1,0,0,1
"(28, 35)",0,0,1,1
"(29, 35)",0,1,1,0
"(30, 35)",1,1,0,0
"(31, 35)",0,1,0,1
"(32, 35)",0,0,1,1
"(33, 35)",1,0,1,0
"(34, 35)",0,1,0,1
"(35, 35)",0,0,1,1
"(36, 35)",1,0,1,1
"(37, 35)",0,1,1,1
"(38, 35)",0,0,1,0
"(39, 35)",0,1,0,1
"(40, 35)",0,0,1,1
"(41, 35)",1,0,1,0
"(42, 35)",1,0,0,1
"(43, 35)",0,0,1,1
"(44, 35)",0,1,1,0
"(45, 35)",1,0,0,1
"(46, 35)",0,1,1,0
"(47, 35)",0,1,0,1
"(48, 35)",1,1,1,0
"(49, 35)",1,1,0,0
"(50, 35)",1,1,0,0
"(51, 35)",1,1,0,0
"(52, 35)",1,1,0,0
"(53, 35)",1,0,0,1
"(54, 35)",0,1,1,0
"(55, 35)",0,1,0,1
"(56, 35)",0,1,1,0
"(57, 35)",0,1,0,1
"(58, 35)",0,1,1,0
"(59, 35)",0,1,0,1
"(60, 35)",0,1,1,0
"(61, 35)",0,1,0,1
"(62, 35)",1,0,1,0
"(63, 35)",0,1,0,1
"(64, 35)",0,0,1,1
"(65, 35)",1,0,1,0
"(66, 35)",0,1,0,1
"(67, 35)",1,0,1,0
"(68, 35)",1,0,0,1
"(69, 35)",0,0,1,1
"(70, 35)",0,1,1,0
"(71, 35)",1,1,0,1
"(72, 35)",1,0,1,0
"(73, 35)",1,1,0,0
"(74, 35)",1,1,0,0
"(75, 35)",0,1,0,0
"(76, 35)",1,1,0,0
"(77, 35)",1,0,0,0
"(78, 35)",1,0,0,1
"(79, 35)",0,1,1,0
"(80, 35)",0,1,0,1
"(81, 35)",1,0,1,0
"(82, 35)",0,0,0,1
"(83, 35)",1,0,1,1
"(84, 35)",1,1,1,0
"(85, 35)",1,0,0,1
"(86, 35)",0,1,1,0
"(87, 35)",1,0,0,1
"(88, 35)",1,0,1,0
"(89, 35)",1,1,0,0
"(90, 35)",1,0,0,1
"(91, 35)",1,1,1,0
"(92, 35)",1,1,0,0
"(93, 35)",1,0,0,1
"(94, 35)",0,1,1,0
"(95, 35)",0,1,0,1
"(96, 35)",1,0,1,0
"(97, 35)",0,1,0,1
"(98, 35)",0,0,1,1
"(99, 35)",0,0,1,1
"(100, 35)",0,1,1,0
"(101, 35)",1,1,0,0
"(102, 35)",1,1,0,0
"(103, 35)",0,1,0,1
"(104, 35)",0,1,1,0
"(105, 35)",0,1,0,1
"(106, 35)",0,1,1,0
"(107, 35)",0,1,0,1
"(108, 35)",0,0,1,1
"(109, 35)",0,1,1,1
"(110, 35)",0,1,1,0
"(111, 35)",0,1,0,1
"(112, 35)",0,1,1,1
"(113, 35)",0,1,1,1
"(114, 35)",1,0,1,0
"(115, 35)",1,0,0,1
"(116, 35)",0,1,1,0
"(117, 35)",1,1,0,0
"(118, 35)",1,0,0,1
"(119, 35)",1,0,1,0
"(120, 35)",1,1,0,0
"(121, 35)",1,0,0,1
"(122, 35)",0,1,1,0
"(123, 35)",0,1,0,0
"(124, 35)",1,1,0,0
"(125, 35)",0,1,0,1
"(126, 35)",0,1,1,1
"(127, 35)",0,0,1,0
"(128, 35)",0,1,0,1
